Timestamp,Steps,PAM Score
2025-05-21 16:28:00,0,0.5625
2025-05-21 16:29:00,10,1.0
2025-05-21 17:12:00,44,5.9375
2025-05-21 17:13:00,0,0.375
2025-05-21 17:14:00,0,0.0
2025-05-21 17:15:00,11,1.75
2025-05-21 17:16:00,0,0.25
2025-05-21 17:17:00,0,0.1875
2025-05-21 17:18:00,0,0.125
2025-05-21 17:19:00,5,1.1875
2025-05-21 17:20:00,13,1.3125
2025-05-21 17:21:00,14,1.8125
2025-05-21 17:22:00,22,2.1875
2025-05-21 17:23:00,17,1.375
2025-05-21 17:24:00,10,1.1875
2025-05-21 17:25:00,0,0.0625
2025-05-21 17:26:00,0,0.0
2025-05-21 17:27:00,0,0.0
2025-05-21 17:28:00,0,0.0
2025-05-21 17:29:00,0,0.0
2025-05-21 17:30:00,0,0.0
2025-05-21 17:31:00,0,0.0625
2025-05-21 17:32:00,0,0.0
2025-05-21 17:33:00,0,0.0625
2025-05-21 17:34:00,0,0.0
2025-05-21 17:35:00,0,0.3125
2025-05-21 17:36:00,16,1.1875
2025-05-21 17:37:00,12,1.625
2025-05-21 17:38:00,0,0.0
2025-05-21 17:39:00,0,0.0
2025-05-21 17:40:00,0,0.0
2025-05-21 17:41:00,0,0.0625
2025-05-21 17:42:00,0,0.125
2025-05-21 17:43:00,0,0.0
2025-05-21 17:44:00,0,0.0
2025-05-21 17:45:00,0,0.0
2025-05-21 17:46:00,0,0.0
2025-05-21 17:47:00,0,0.0
2025-05-21 17:48:00,0,0.0
2025-05-21 17:49:00,0,0.125
2025-05-21 17:50:00,1,0.5625
2025-05-21 17:51:00,0,0.125
2025-05-21 17:52:00,0,0.0
2025-05-21 17:53:00,0,0.0
2025-05-21 17:54:00,0,0.0
2025-05-21 17:57:00,0,0.0
2025-05-21 17:58:00,3,0.5
2025-05-21 17:59:00,0,0.0625
2025-05-21 18:00:00,0,0.0
2025-05-21 18:01:00,0,0.0625
2025-05-21 18:02:00,0,0.0
